Source.Name,Campaign Name,Link Clicks,Website Purchases,Website Purchases Conversion Value,Website Purchase ROAS (Return on Ad Spend),Adds to Cart,Landing Page Views,Price,BuyNow,Subscriber,Reporting Starts,Reporting Ends
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/04/19 Dynamic.pic6_Asia /edited - 04/05/,2784,16,4944,8.40887831,81,2189,309,0.029094828,0.007309274,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25.04.2019_Visited 25%_1 DAY LEFT,,,,,,,0,#DIV/0!,#DIV/0!,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,17/05/19 _ATC,26,3,1167,52.68623025,9,25,389,0.346153846,0.12,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,15/5/2019/Hogtalare/Lookalikes,102,,,,1,83,0,0.009803922,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,14/05/19 _US.Electronic,12,,,,,12,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25/05/19 Cold.top10_12H,119,,,,2,88,0,0.016806723,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,"22/05/19 Post: ""Only 5 days left! Don't miss Morel's HÃ¶gtalare.""",543,2,418,20.7135778,2,141,209,0.003683241,0.014184397,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/05/19 Asia2,17,,,,,14,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,17/5/2019/Hogtalare/Elen/Cold,42,,,,1,39,0,0.023809524,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,26.05.2019_page post promo,75,,,,1,63,0,0.013333333,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/5/2019/Audio/Interests,34,2,598,21.03411889,2,31,299,0.058823529,0.064516129,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,11/5/2019/Hogtalare/Cold/Best5,20,,,,,20,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/05/19 Dynamic.Asia_video,97,,,,,78,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,18/5/2019/Lookalikes/InterestsVarious,317,2,778,4.72030093,12,270,389,0.03785489,0.007407407,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,14/05/19 _Asian_interestMix,47,,,,,37,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,18/05/19 _US.SG,5,,,,,5,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,02/05/19 Best.Mix_Video,47,,,,,40,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,21/05/19 New.Int-s,187,2,598,6.85622564,14,157,299,0.07486631,0.012738854,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,20/5/2019/web25%,106,,,,31,98,0,0.29245283,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,17/05/19 _Asia.cold_longtext_vid.slide,82,,,,,63,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,15/05/19 _US.SG_DeskComp_2,23,1,389,8.57016964,1,21,389,0.043478261,0.047619048,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,6/5/2019/Hogtalare/Best5,106,2,548,9.78222064,4,97,274,0.037735849,0.020618557,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,27/04/19 _Mix_Audio.Ecom,29,,,,2,26,0,0.068965517,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,16/05/19 _US.SG.CA,11,,,,,10,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,12/05/19 Mix_Interests_4sets,86,,,,3,84,0,0.034883721,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,15/5/2019/Hogtalare/Engages,167,,,,2,130,0,0.011976048,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/05/19 EU_2set,35,,,,,31,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,13/5/2019/Hogtalare/Interests/Cold,22,,,,,21,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,27/05/19 BestsHere_AgeSegm,26,,,,4,23,0,0.153846154,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,20/05/19 LKL.US /edited/,6,,,,,5,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25/04/19 Asia2,149,1,359,9.02236743,4,124,359,0.026845638,0.008064516,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/05/19 3DaysLeft_US,56,,,,4,55,0,0.071428571,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,20/05/19 LKL.Best5 /edited/,5,,,,,4,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,10/05/19 Best.Performed_Asia_5sets,225,1,389,4.91285678,9,180,389,0.04,0.005555556,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,12/05/19 LKL.US,,,,,,,0,#DIV/0!,#DIV/0!,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/05/19 LKL.top10 /edited/,107,1,389,4.43962566,6,89,389,0.056074766,0.011235955,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,"26/05/19 Post: """"HÃ¶gtalare fits perfectly for my needs. It offers...""",467,1,209,2.09,3,221,209,0.006423983,0.004524887,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,04/05/19 Best.New_2set,57,1,389,13.35851648,1,49,389,0.01754386,0.020408163,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,10/05/19 US.LKL_5sets,44,1,389,8.04550155,2,43,389,0.045454545,0.023255814,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,26/04/19 _Gamers,20,,,,,20,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,26.05.2019_page post promo 2,50,1,389,7.96967834,3,40,389,0.06,0.025,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,03/05/19 Best.Spotify,22,,,,,18,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,30/04/19 HomeCinema_Asia,51,,,,,35,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,"22/05/19 Post: ""6 days to go! Don't miss our HÃ¶gtalare: A True...""",61,,,,,38,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,18/05/19 _US+,9,,,,1,9,0,0.111111111,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,03/05/19 LKL.US,17,,,,,9,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,03/05/19 Best.New,53,,,,2,46,0,0.037735849,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,29.4.19 Cold EU,103,1,15,0.37955466,9,90,15,0.087378641,0.011111111,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23.04.19* HÃ¶gtalare-test-2ads,1,,,,,1,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/5/2019/hogtalare/Lookalikes,58,1,389,4.42951492,2,54,389,0.034482759,0.018518519,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,18/05/19 _Mix_Innov.Loud,5,,,,,5,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,28/04/19 Asia2,339,3,1077,7.96833383,11,277,359,0.032448378,0.010830325,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,20/5/2019/hogtalareengages,62,,,,,50,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/5/2019/Hogtalare/Retargeting,329,6,1864,16.63097787,24,271,310.6666667,0.072948328,0.022140221,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,12/05/19 LKL.Asia,127,1,209,3.78075253,5,110,209,0.039370079,0.009090909,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,21/05/19 NewVid_asia+,45,,,,1,38,0,0.022222222,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,8/5/2019/Hogtalare/Best5 â€“ Copy,27,,,,,25,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,Hogtalare/WebsiteVisits,134,,,,4,121,0,0.029850746,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/04/19 Dynamic.pic6_America,104,,,,2,91,0,0.019230769,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/10/2019/hogtalare/Lookalikes,499,3,727,5.22495328,20,422,242.3333333,0.04008016,0.007109005,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,20/05/19 _Mix.int,21,,,,,19,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23.04.2019_EU best_ good pic test,123,,,,,106,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,Hogtalare post boost,122,,,,,2,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/4/2019/Hogtalare/PicTest,69,1,349,9.94018798,5,66,349,0.072463768,0.015151515,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,10.5.19 Cold Top 5 DC,104,,,,1,96,0,0.009615385,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,29.4.19 Cold Other Tops,43,,,,,36,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,28/04/19 ATC.7,28,,,,1,25,0,0.035714286,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,09.05.2019_ US,28,,,,,28,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,22/05/19 Hong Kong,39,,,,,33,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25.04.2019_website visitors_1 DAY LEFT,96,1,199,5.35522067,2,77,199,0.020833333,0.012987013,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,04/05/19 Asia.New_2set,61,,,,1,55,0,0.016393443,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23/05/19 BestsHere /edited/,331,4,1216,9.96884735,24,246,304,0.072507553,0.016260163,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,13/5/2019/Hogtalare/Retargeting,577,3,807,3.80552674,22,452,269,0.03812825,0.006637168,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,13/05/19 Cold_Gamers.Asia+,65,,,,1,60,0,0.015384615,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25.04.2019_MY/TW_1 DAY LEFT,94,,,,,73,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,03.04.19* HÃ¶gtalare-1-2ads,64,,,,,53,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,21/5/2019/Hogtalare/Cold,106,,,,6,99,0,0.056603774,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,22/05/19 Singapore,14,,,,4,11,0,0.285714286,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,30/04/19 AM_Dynamic,284,2,393,3.77557883,8,254,196.5,0.028169014,0.007874016,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,29.4.19 Cold Asia,70,,,,2,62,0,0.028571429,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/05/19 Engagements_3set,176,,,,3,138,0,0.017045455,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/05/19 LKL.top10_48H_new,30,,,,,22,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,22/05/19 South Korea,25,,,,1,19,0,0.04,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,23.04.2019_cold5_pic test,61,,,,,60,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/5/2019/Hogtalare/Visitors30days,1102,11,2849,7.01724138,71,971,259,0.064428312,0.011328527,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,02/05/19 atc.30,5,,,,1,4,0,0.2,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/05/19 LKL.top11-20_48H,74,,,,6,65,0,0.081081081,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,21/05/19 Interior_mix_slideshow,54,,,,,34,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,02.04.19* HÃ¶gtalare-1-2ads,3,,,,,1,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,"24/05/19 Mix_Post: """"HÃ¶gtalare fits...""",73,,,,4,50,0,0.054794521,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,15/5/2019/Hogtalare/Cold,81,1,144,2.46322272,3,70,144,0.037037037,0.014285714,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,05/05/19 besthere_dj.workstation,32,,,,,28,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,24/05/19 ATC,31,,,,7,30,0,0.225806452,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,12/05/19 ATC,37,1,144,4.94505495,6,31,144,0.162162162,0.032258065,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,29.4.19 Cold US,25,,,,,23,0,0,0,01/01/2019,29/07/2019
+ 51659119 - Jan-1-2019-Jul-29-2019.csv,25.04.2019_US_1 DAY LEFT,46,,,,1,41,0,0.02173913,0,01/01/2019,29/07/2019
+ 82759299-Dec-1-2017-Feb-28-2018.csv,13.12.2017 IE video to Visited Igg Paymnets/25% Copy Copy,11,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,07.12.2017 IE video to Visited Igg Paymnets/25%,539,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,13.12.2017 IE video to Visited Igg Paymnets/25% Copy,30,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,12.12.2017 banner to Visited Payments,118,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,04.12.2017 Video5 to Payments,280,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,Shahen / Volterman / Timelines,104,,,,10,94,0,0.096153846,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,06.01.2017 Visited Payments,2105,64,10762,40.7342922,778,1570,168.15625,0.3695962,0.040764331,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,13.11.2017 Moon Animation 5 Japan - Copy,630,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,08.12.2017 3 color to Payments,541,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,29.11.2017 Igg Payments,4413,67,12024,4.56393263,1406,2970,179.4626866,0.318604124,0.022558923,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,01.03.2018 Visited Indiegogo Add to Cart,,,,,,,0,#DIV/0!,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,02.12.2017 New banner to backers,10,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,27.11.2017 Video5 Kckst-Home,1855,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,05.02.2017 Lookalikes wall-kckst Link CLicks,3774,3,347,1.76052765,107,3373,115.6666667,0.028351881,0.000889416,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,15.12.2017 FH to backers,136,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,22.12.2017 IE video Igg-Home,6964,,,,,1,0,0,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,31.12.2017 Lookalikes W/I/B off conv,15141,88,15568,9.21761578,894,14108,176.9090909,0.059044977,0.006237596,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,29.11.2017 Igg Visitors,17965,46,8343,2.3694502,776,14898,181.3695652,0.043195102,0.003087663,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,Shahen / Volterman / Exp 26/2/2018,115,,,,15,107,0,0.130434783,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,20.02.2018 Visited Indiegogo off Conversion,1103,14,2098,2.01115819,190,934,149.8571429,0.17225748,0.014989293,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,02.12.2017 New banner to backers,426,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,Shahen / Indiegogo / Volterman,92,2,184,3.838131,10,86,92,0.108695652,0.023255814,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,01.02.2017 Visited Indiegogo Off Conv Int.,4351,36,6130,2.97525154,546,3789,170.2777778,0.125488393,0.009501188,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,10.02.2018 Igg-Wall off conv. most funded,2212,2,324,0.79913181,73,1992,162,0.033001808,0.001004016,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,29.11.2017 Video5 Igg-Home-kcks Copy,247,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,Shahen / Volterman / Split Testing PST,36,,,,,32,0,0,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,19.02.2017 Igg-Wall off conv,2956,24,3532,3.6325116,175,2716,147.1666667,0.059201624,0.008836524,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,05.12.2017 Video5 to Visited Igg Cam/Aut/Igg,275,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,31.12.2017 Kcks-Igg-Wall off conv,71076,199,37403,3.45481164,3068,64419,187.9547739,0.043165063,0.003089151,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,05.02.2018 Lookalikes Offsite Conv,3383,12,1598,1.12305854,201,3132,133.1666667,0.059414721,0.003831418,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,25.01.2017 Visited Payments reach,453,8,1228,4.11404067,151,372,153.5,0.333333333,0.021505376,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,27.01.2017 Visited Payments Link Clicks US/UK/Ge,1366,20,3540,2.20509914,412,1062,177,0.301610542,0.018832392,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,21.12.2017 Wild Hive General,796,,,,,679,0,0,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,04.12.2017 New banner to Visited Payments,1072,,,,,2,0,0,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,18.12.2017 Wild Hive geberal,497,,,,,410,0,0,0,01/12/2017,28/02/2018
+ 82759299-Dec-1-2017-Feb-28-2018.csv,29.11.2017 Video5 Igg-Home-kcks,163,,,,,,0,0,#DIV/0!,01/12/2017,28/02/2018
+ 82759299-Dec-1-2018-Feb-28-2019.csv,03.01.2019 Lookalikes with Values BONUS,528,36,1472.97,2.13075554,121,412,40.91583333,0.229166667,0.087378641,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,13.01.2019 Volterman Pyotr Audiences Photo,7028,23,4141,3.26948585,446,6326,180.0434783,0.063460444,0.003635789,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,19.11.2018 Volterman Hayarpi,184,,,,6,164,0,0.032608696,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,24.12.2018 Lookalikes other,14,,,,,9,0,0,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,15.12.2018 Indiegogo-Pets,47,1,29,0.61662768,1,39,29,0.021276596,0.025641026,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,13.12.2018 Dog Food,22,1,50,1.34807226,3,18,50,0.136363636,0.055555556,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,12.12.2018 Bristly Dogs,38,,,,7,31,0,0.184210526,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,24.12.2018 Lookalikes with Values BONUS,566,21,911,1.55195911,111,456,43.38095238,0.196113074,0.046052632,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,22.12.2018 Lookalikes with Values 1-2% pets-igg/kck,86,,,,8,68,0,0.093023256,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,20.12.2018 Lookalikes Copy,2,,,,,,0,0,#DIV/0!,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,06.12.2018 Bristly Engaged Shoppers Dog FOod,647,,,,,,0,0,#DIV/0!,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,11.12.2018 Bristly Dog Training,104,4,168,1.31826742,13,80,42,0.125,0.05,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,21.01.2019 Volterman Volt Lookalikes Video Copy,1241,6,714,0.64011189,133,1048,119,0.107171636,0.005725191,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,13.01.2019 Volterman Pyotr Audiences Video,777,2,198,0.36013751,84,664,99,0.108108108,0.003012048,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,14/3/2019/Volterman/ManyLookalikes,5600,25,4899,1.61821491,279,4101,195.96,0.049821429,0.006096074,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,04.01.2019 Lookalikes with Values BONUS 1,481,18,687.89,1.25943353,82,387,38.21611111,0.17047817,0.046511628,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,23.11.18_visitors/ltv/video/9_ignore_Ani,507,,,,32,435,0,0.063116371,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,11.12.2018 Kick I love dogs,389,51,2251.9,2.67214885,155,292,44.15490196,0.398457584,0.174657534,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,12.12.2018 Volterman General Kck/Igg,270,,,,16,213,0,0.059259259,0,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,08.01.2019 Dogs lookalike,,,,,,,0,#DIV/0!,#DIV/0!,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,11.12.2018 Kick Labradors,155,1,59,0.30065226,7,91,59,0.04516129,0.010989011,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,05.01.2019 Puppy D Lookalikes,192,26,985.19,2.08846162,83,149,37.89192308,0.432291667,0.174496644,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,20.12.2018 Lookalikes with Values photo D,25,2,74,1.61149826,3,4,37,0.12,0.5,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,06.12.2018 Lookalikes 1,306,,,,,,0,0,#DIV/0!,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,20.12.2018 Lookalikes with Values,238,4,178,0.43250073,17,92,44.5,0.071428571,0.043478261,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,11.12.2018 Kick-Igg-Dogs,1407,52,2302,2.00617015,165,1184,44.26923077,0.117270789,0.043918919,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,13.01.2019 Volterman Volt Lookalikes Video,2071,11,1951,1.53279281,272,1813,177.3636364,0.131337518,0.006067292,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,11.12.2018 Bristly Dog Food,224,10,530,1.81849374,37,194,53,0.165178571,0.051546392,01/12/2018,28/02/2019
+ 82759299-Dec-1-2018-Feb-28-2019.csv,22.12.2018 Lookalikes before its too late,197,7,289,1.4551863,35,158,41.28571429,0.177664975,0.044303797,01/12/2018,28/02/2019
+ 82759299-Jun-1-2017-Aug-31-2017.csv,06.05.2017 Volterman Lead ads Mobile Travel,74,,,,,23,0,0,0,01/06/2017,31/08/2017
+ 82759299-Jun-1-2017-Aug-31-2017.csv,28.05.2017 Volterman Website Ads Married Battery Charger-Kickstarter-wallet,2002,1,486,2.98489129,19,1762,486,0.009490509,0.000567537,01/06/2017,31/08/2017
+ 82759299-Jun-1-2017-Aug-31-2017.csv,12.06.2017 Volterman Website Indiegogo-charger,82,,,,1,75,0,0.012195122,0,01/06/2017,31/08/2017
+ 82759299-Jun-1-2017-Aug-31-2017.csv,05.07.07 Volterman Product Hunt Post,1,,,,,,0,0,#DIV/0!,01/06/2017,31/08/2017
